instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
17417474,68037,NIFTY24APR21550CE,NIFTY,0.0,2024-04-25,21550.0,0.05,50,CE,NFO-OPT,NFO
17417730,68038,NIFTY24APR21550PE,NIFTY,0.0,2024-04-25,21550.0,0.05,50,PE,NFO-OPT,NFO
17416450,68033,NIFTY24APR21500CE,NIFTY,0.0,2024-04-25,21500.0,0.05,50,CE,NFO-OPT,NFO
17417218,68036,NIFTY24APR21500PE,NIFTY,0.0,2024-04-25,21500.0,0.05,50,PE,NFO-OPT,NFO
17415938,68031,NIFTY24APR21450CE,NIFTY,0.0,2024-04-25,21450.0,0.05,50,CE,NFO-OPT,NFO
17416194,68032,NIFTY24APR21450PE,NIFTY,0.0,2024-04-25,21450.0,0.05,50,PE,NFO-OPT,NFO
17415426,68029,NIFTY24APR21400CE,NIFTY,0.0,2024-04-25,21400.0,0.05,50,CE,NFO-OPT,NFO
17415682,68030,NIFTY24APR21400PE,NIFTY,0.0,2024-04-25,21400.0,0.05,50,PE,NFO-OPT,NFO
17414402,68025,NIFTY24APR21350CE,NIFTY,0.0,2024-04-25,21350.0,0.05,50,CE,NFO-OPT,NFO
17415170,68028,NIFTY24APR21350PE,NIFTY,0.0,2024-04-25,21350.0,0.05,50,PE,NFO-OPT,NFO
17412866,68019,NIFTY24APR21300CE,NIFTY,0.0,2024-04-25,21300.0,0.05,50,CE,NFO-OPT,NFO
17414146,68024,NIFTY24APR21300PE,NIFTY,0.0,2024-04-25,21300.0,0.05,50,PE,NFO-OPT,NFO
17411842,68015,NIFTY24APR21250CE,NIFTY,0.0,2024-04-25,21250.0,0.05,50,CE,NFO-OPT,NFO
17412610,68018,NIFTY24APR21250PE,NIFTY,0.0,2024-04-25,21250.0,0.05,50,PE,NFO-OPT,NFO
17410818,68011,NIFTY24APR21200CE,NIFTY,0.0,2024-04-25,21200.0,0.05,50,CE,NFO-OPT,NFO
17411586,68014,NIFTY24APR21200PE,NIFTY,0.0,2024-04-25,21200.0,0.05,50,PE,NFO-OPT,NFO
17409794,68007,NIFTY24APR21150CE,NIFTY,0.0,2024-04-25,21150.0,0.05,50,CE,NFO-OPT,NFO
17410562,68010,NIFTY24APR21150PE,NIFTY,0.0,2024-04-25,21150.0,0.05,50,PE,NFO-OPT,NFO
17408258,68001,NIFTY24APR21100CE,NIFTY,0.0,2024-04-25,21100.0,0.05,50,CE,NFO-OPT,NFO
17409538,68006,NIFTY24APR21100PE,NIFTY,0.0,2024-04-25,21100.0,0.05,50,PE,NFO-OPT,NFO
17407746,67999,NIFTY24APR21050CE,NIFTY,0.0,2024-04-25,21050.0,0.05,50,CE,NFO-OPT,NFO
17408002,68000,NIFTY24APR21050PE,NIFTY,0.0,2024-04-25,21050.0,0.05,50,PE,NFO-OPT,NFO
17406722,67995,NIFTY24APR21000CE,NIFTY,0.0,2024-04-25,21000.0,0.05,50,CE,NFO-OPT,NFO
17406978,67996,NIFTY24APR21000PE,NIFTY,0.0,2024-04-25,21000.0,0.05,50,PE,NFO-OPT,NFO
17405698,67991,NIFTY24APR20950CE,NIFTY,0.0,2024-04-25,20950.0,0.05,50,CE,NFO-OPT,NFO
17405954,67992,NIFTY24APR20950PE,NIFTY,0.0,2024-04-25,20950.0,0.05,50,PE,NFO-OPT,NFO
17404674,67987,NIFTY24APR20900CE,NIFTY,0.0,2024-04-25,20900.0,0.05,50,CE,NFO-OPT,NFO
17405442,67990,NIFTY24APR20900PE,NIFTY,0.0,2024-04-25,20900.0,0.05,50,PE,NFO-OPT,NFO
17404162,67985,NIFTY24APR20850CE,NIFTY,0.0,2024-04-25,20850.0,0.05,50,CE,NFO-OPT,NFO
17404418,67986,NIFTY24APR20850PE,NIFTY,0.0,2024-04-25,20850.0,0.05,50,PE,NFO-OPT,NFO
17403650,67983,NIFTY24APR20800CE,NIFTY,0.0,2024-04-25,20800.0,0.05,50,CE,NFO-OPT,NFO
17403906,67984,NIFTY24APR20800PE,NIFTY,0.0,2024-04-25,20800.0,0.05,50,PE,NFO-OPT,NFO
17402626,67979,NIFTY24APR20750CE,NIFTY,0.0,2024-04-25,20750.0,0.05,50,CE,NFO-OPT,NFO
17402882,67980,NIFTY24APR20750PE,NIFTY,0.0,2024-04-25,20750.0,0.05,50,PE,NFO-OPT,NFO
17401602,67975,NIFTY24APR20700CE,NIFTY,0.0,2024-04-25,20700.0,0.05,50,CE,NFO-OPT,NFO
17401858,67976,NIFTY24APR20700PE,NIFTY,0.0,2024-04-25,20700.0,0.05,50,PE,NFO-OPT,NFO
17399554,67967,NIFTY24APR20650CE,NIFTY,0.0,2024-04-25,20650.0,0.05,50,CE,NFO-OPT,NFO
17399810,67968,NIFTY24APR20650PE,NIFTY,0.0,2024-04-25,20650.0,0.05,50,PE,NFO-OPT,NFO
17398530,67963,NIFTY24APR20600CE,NIFTY,0.0,2024-04-25,20600.0,0.05,50,CE,NFO-OPT,NFO
17398786,67964,NIFTY24APR20600PE,NIFTY,0.0,2024-04-25,20600.0,0.05,50,PE,NFO-OPT,NFO
17397506,67959,NIFTY24APR20550CE,NIFTY,0.0,2024-04-25,20550.0,0.05,50,CE,NFO-OPT,NFO
17397762,67960,NIFTY24APR20550PE,NIFTY,0.0,2024-04-25,20550.0,0.05,50,PE,NFO-OPT,NFO
17396738,67956,NIFTY24APR20500CE,NIFTY,0.0,2024-04-25,20500.0,0.05,50,CE,NFO-OPT,NFO
17396994,67957,NIFTY24APR20500PE,NIFTY,0.0,2024-04-25,20500.0,0.05,50,PE,NFO-OPT,NFO
17396226,67954,NIFTY24APR20450CE,NIFTY,0.0,2024-04-25,20450.0,0.05,50,CE,NFO-OPT,NFO
17396482,67955,NIFTY24APR20450PE,NIFTY,0.0,2024-04-25,20450.0,0.05,50,PE,NFO-OPT,NFO
17395714,67952,NIFTY24APR20400CE,NIFTY,0.0,2024-04-25,20400.0,0.05,50,CE,NFO-OPT,NFO
17395970,67953,NIFTY24APR20400PE,NIFTY,0.0,2024-04-25,20400.0,0.05,50,PE,NFO-OPT,NFO
17395202,67950,NIFTY24APR20350CE,NIFTY,0.0,2024-04-25,20350.0,0.05,50,CE,NFO-OPT,NFO
17395458,67951,NIFTY24APR20350PE,NIFTY,0.0,2024-04-25,20350.0,0.05,50,PE,NFO-OPT,NFO
17394690,67948,NIFTY24APR20300CE,NIFTY,0.0,2024-04-25,20300.0,0.05,50,CE,NFO-OPT,NFO
17394946,67949,NIFTY24APR20300PE,NIFTY,0.0,2024-04-25,20300.0,0.05,50,PE,NFO-OPT,NFO
17394178,67946,NIFTY24APR20250CE,NIFTY,0.0,2024-04-25,20250.0,0.05,50,CE,NFO-OPT,NFO
17394434,67947,NIFTY24APR20250PE,NIFTY,0.0,2024-04-25,20250.0,0.05,50,PE,NFO-OPT,NFO
17393154,67942,NIFTY24APR20200CE,NIFTY,0.0,2024-04-25,20200.0,0.05,50,CE,NFO-OPT,NFO
17393410,67943,NIFTY24APR20200PE,NIFTY,0.0,2024-04-25,20200.0,0.05,50,PE,NFO-OPT,NFO
17392130,67938,NIFTY24APR20150CE,NIFTY,0.0,2024-04-25,20150.0,0.05,50,CE,NFO-OPT,NFO
17392386,67939,NIFTY24APR20150PE,NIFTY,0.0,2024-04-25,20150.0,0.05,50,PE,NFO-OPT,NFO
17391618,67936,NIFTY24APR20100CE,NIFTY,0.0,2024-04-25,20100.0,0.05,50,CE,NFO-OPT,NFO
17391874,67937,NIFTY24APR20100PE,NIFTY,0.0,2024-04-25,20100.0,0.05,50,PE,NFO-OPT,NFO
17391106,67934,NIFTY24APR20050CE,NIFTY,0.0,2024-04-25,20050.0,0.05,50,CE,NFO-OPT,NFO
17391362,67935,NIFTY24APR20050PE,NIFTY,0.0,2024-04-25,20050.0,0.05,50,PE,NFO-OPT,NFO
17390594,67932,NIFTY24APR20000CE,NIFTY,0.0,2024-04-25,20000.0,0.05,50,CE,NFO-OPT,NFO
17390850,67933,NIFTY24APR20000PE,NIFTY,0.0,2024-04-25,20000.0,0.05,50,PE,NFO-OPT,NFO
17389570,67928,NIFTY24APR19950CE,NIFTY,0.0,2024-04-25,19950.0,0.05,50,CE,NFO-OPT,NFO
17389826,67929,NIFTY24APR19950PE,NIFTY,0.0,2024-04-25,19950.0,0.05,50,PE,NFO-OPT,NFO
17389058,67926,NIFTY24APR19900CE,NIFTY,0.0,2024-04-25,19900.0,0.05,50,CE,NFO-OPT,NFO
17389314,67927,NIFTY24APR19900PE,NIFTY,0.0,2024-04-25,19900.0,0.05,50,PE,NFO-OPT,NFO
17388546,67924,NIFTY24APR19850CE,NIFTY,0.0,2024-04-25,19850.0,0.05,50,CE,NFO-OPT,NFO
17388802,67925,NIFTY24APR19850PE,NIFTY,0.0,2024-04-25,19850.0,0.05,50,PE,NFO-OPT,NFO
17388034,67922,NIFTY24APR19800CE,NIFTY,0.0,2024-04-25,19800.0,0.05,50,CE,NFO-OPT,NFO
17388290,67923,NIFTY24APR19800PE,NIFTY,0.0,2024-04-25,19800.0,0.05,50,PE,NFO-OPT,NFO
17387522,67920,NIFTY24APR19750CE,NIFTY,0.0,2024-04-25,19750.0,0.05,50,CE,NFO-OPT,NFO
17387778,67921,NIFTY24APR19750PE,NIFTY,0.0,2024-04-25,19750.0,0.05,50,PE,NFO-OPT,NFO
17384450,67908,NIFTY24APR19700CE,NIFTY,0.0,2024-04-25,19700.0,0.05,50,CE,NFO-OPT,NFO
17387266,67919,NIFTY24APR19700PE,NIFTY,0.0,2024-04-25,19700.0,0.05,50,PE,NFO-OPT,NFO
17383938,67906,NIFTY24APR19650CE,NIFTY,0.0,2024-04-25,19650.0,0.05,50,CE,NFO-OPT,NFO
17384194,67907,NIFTY24APR19650PE,NIFTY,0.0,2024-04-25,19650.0,0.05,50,PE,NFO-OPT,NFO
17383426,67904,NIFTY24APR19600CE,NIFTY,0.0,2024-04-25,19600.0,0.05,50,CE,NFO-OPT,NFO
17383682,67905,NIFTY24APR19600PE,NIFTY,0.0,2024-04-25,19600.0,0.05,50,PE,NFO-OPT,NFO
10563586,41264,NIFTY2450222500CE,NIFTY,0.0,2024-05-02,22500.0,0.05,50,CE,NFO-OPT,NFO
10563842,41265,NIFTY2450222500PE,NIFTY,0.0,2024-05-02,22500.0,0.05,50,PE,NFO-OPT,NFO
10571778,41296,NIFTY2450222550CE,NIFTY,0.0,2024-05-02,22550.0,0.05,50,CE,NFO-OPT,NFO
10572034,41297,NIFTY2450222550PE,NIFTY,0.0,2024-05-02,22550.0,0.05,50,PE,NFO-OPT,NFO
10561026,41254,NIFTY2450222450CE,NIFTY,0.0,2024-05-02,22450.0,0.05,50,CE,NFO-OPT,NFO
10562818,41261,NIFTY2450222450PE,NIFTY,0.0,2024-05-02,22450.0,0.05,50,PE,NFO-OPT,NFO
10573314,41302,NIFTY2450222600CE,NIFTY,0.0,2024-05-02,22600.0,0.05,50,CE,NFO-OPT,NFO
10573570,41303,NIFTY2450222600PE,NIFTY,0.0,2024-05-02,22600.0,0.05,50,PE,NFO-OPT,NFO
10548994,41207,NIFTY2450222400CE,NIFTY,0.0,2024-05-02,22400.0,0.05,50,CE,NFO-OPT,NFO
10549250,41208,NIFTY2450222400PE,NIFTY,0.0,2024-05-02,22400.0,0.05,50,PE,NFO-OPT,NFO
10574082,41305,NIFTY2450222650CE,NIFTY,0.0,2024-05-02,22650.0,0.05,50,CE,NFO-OPT,NFO
10575362,41310,NIFTY2450222650PE,NIFTY,0.0,2024-05-02,22650.0,0.05,50,PE,NFO-OPT,NFO
10547714,41202,NIFTY2450222350CE,NIFTY,0.0,2024-05-02,22350.0,0.05,50,CE,NFO-OPT,NFO
10548226,41204,NIFTY2450222350PE,NIFTY,0.0,2024-05-02,22350.0,0.05,50,PE,NFO-OPT,NFO
10575618,41311,NIFTY2450222700CE,NIFTY,0.0,2024-05-02,22700.0,0.05,50,CE,NFO-OPT,NFO
10575874,41312,NIFTY2450222700PE,NIFTY,0.0,2024-05-02,22700.0,0.05,50,PE,NFO-OPT,NFO
10544386,41189,NIFTY2450222300CE,NIFTY,0.0,2024-05-02,22300.0,0.05,50,CE,NFO-OPT,NFO
10544642,41190,NIFTY2450222300PE,NIFTY,0.0,2024-05-02,22300.0,0.05,50,PE,NFO-OPT,NFO
10578178,41321,NIFTY2450222750CE,NIFTY,0.0,2024-05-02,22750.0,0.05,50,CE,NFO-OPT,NFO
10578434,41322,NIFTY2450222750PE,NIFTY,0.0,2024-05-02,22750.0,0.05,50,PE,NFO-OPT,NFO
10533634,41147,NIFTY2450222250CE,NIFTY,0.0,2024-05-02,22250.0,0.05,50,CE,NFO-OPT,NFO
10533890,41148,NIFTY2450222250PE,NIFTY,0.0,2024-05-02,22250.0,0.05,50,PE,NFO-OPT,NFO
10579202,41325,NIFTY2450222800CE,NIFTY,0.0,2024-05-02,22800.0,0.05,50,CE,NFO-OPT,NFO
10579458,41326,NIFTY2450222800PE,NIFTY,0.0,2024-05-02,22800.0,0.05,50,PE,NFO-OPT,NFO
10532098,41141,NIFTY2450222200CE,NIFTY,0.0,2024-05-02,22200.0,0.05,50,CE,NFO-OPT,NFO
10532354,41142,NIFTY2450222200PE,NIFTY,0.0,2024-05-02,22200.0,0.05,50,PE,NFO-OPT,NFO
10581762,41335,NIFTY2450222850CE,NIFTY,0.0,2024-05-02,22850.0,0.05,50,CE,NFO-OPT,NFO
10582018,41336,NIFTY2450222850PE,NIFTY,0.0,2024-05-02,22850.0,0.05,50,PE,NFO-OPT,NFO
10530050,41133,NIFTY2450222150CE,NIFTY,0.0,2024-05-02,22150.0,0.05,50,CE,NFO-OPT,NFO
10530306,41134,NIFTY2450222150PE,NIFTY,0.0,2024-05-02,22150.0,0.05,50,PE,NFO-OPT,NFO
10582530,41338,NIFTY2450222900PE,NIFTY,0.0,2024-05-02,22900.0,0.05,50,PE,NFO-OPT,NFO
10529282,41130,NIFTY2450222100CE,NIFTY,0.0,2024-05-02,22100.0,0.05,50,CE,NFO-OPT,NFO
10649858,41601,NIFTY2450224400CE,NIFTY,0.0,2024-05-02,24400.0,0.05,50,CE,NFO-OPT,NFO
10650114,41602,NIFTY2450224400PE,NIFTY,0.0,2024-05-02,24400.0,0.05,50,PE,NFO-OPT,NFO
10648322,41595,NIFTY2450224350CE,NIFTY,0.0,2024-05-02,24350.0,0.05,50,CE,NFO-OPT,NFO
10649602,41600,NIFTY2450224350PE,NIFTY,0.0,2024-05-02,24350.0,0.05,50,PE,NFO-OPT,NFO
10644738,41581,NIFTY2450224300CE,NIFTY,0.0,2024-05-02,24300.0,0.05,50,CE,NFO-OPT,NFO
10644994,41582,NIFTY2450224300PE,NIFTY,0.0,2024-05-02,24300.0,0.05,50,PE,NFO-OPT,NFO
10644226,41579,NIFTY2450224250CE,NIFTY,0.0,2024-05-02,24250.0,0.05,50,CE,NFO-OPT,NFO
10644482,41580,NIFTY2450224250PE,NIFTY,0.0,2024-05-02,24250.0,0.05,50,PE,NFO-OPT,NFO
10640386,41564,NIFTY2450224200CE,NIFTY,0.0,2024-05-02,24200.0,0.05,50,CE,NFO-OPT,NFO
10640642,41565,NIFTY2450224200PE,NIFTY,0.0,2024-05-02,24200.0,0.05,50,PE,NFO-OPT,NFO
10636034,41547,NIFTY2450224150CE,NIFTY,0.0,2024-05-02,24150.0,0.05,50,CE,NFO-OPT,NFO
10636290,41548,NIFTY2450224150PE,NIFTY,0.0,2024-05-02,24150.0,0.05,50,PE,NFO-OPT,NFO
10635522,41545,NIFTY2450224100CE,NIFTY,0.0,2024-05-02,24100.0,0.05,50,CE,NFO-OPT,NFO
10635778,41546,NIFTY2450224100PE,NIFTY,0.0,2024-05-02,24100.0,0.05,50,PE,NFO-OPT,NFO
10633986,41539,NIFTY2450224050CE,NIFTY,0.0,2024-05-02,24050.0,0.05,50,CE,NFO-OPT,NFO
10635266,41544,NIFTY2450224050PE,NIFTY,0.0,2024-05-02,24050.0,0.05,50,PE,NFO-OPT,NFO
10628866,41519,NIFTY2450224000CE,NIFTY,0.0,2024-05-02,24000.0,0.05,50,CE,NFO-OPT,NFO
10629634,41522,NIFTY2450224000PE,NIFTY,0.0,2024-05-02,24000.0,0.05,50,PE,NFO-OPT,NFO
10625794,41507,NIFTY2450223950CE,NIFTY,0.0,2024-05-02,23950.0,0.05,50,CE,NFO-OPT,NFO
10626050,41508,NIFTY2450223950PE,NIFTY,0.0,2024-05-02,23950.0,0.05,50,PE,NFO-OPT,NFO
10625282,41505,NIFTY2450223900CE,NIFTY,0.0,2024-05-02,23900.0,0.05,50,CE,NFO-OPT,NFO
10625538,41506,NIFTY2450223900PE,NIFTY,0.0,2024-05-02,23900.0,0.05,50,PE,NFO-OPT,NFO
10622210,41493,NIFTY2450223850CE,NIFTY,0.0,2024-05-02,23850.0,0.05,50,CE,NFO-OPT,NFO
10623490,41498,NIFTY2450223850PE,NIFTY,0.0,2024-05-02,23850.0,0.05,50,PE,NFO-OPT,NFO
10621698,41491,NIFTY2450223800CE,NIFTY,0.0,2024-05-02,23800.0,0.05,50,CE,NFO-OPT,NFO
10621954,41492,NIFTY2450223800PE,NIFTY,0.0,2024-05-02,23800.0,0.05,50,PE,NFO-OPT,NFO
10621186,41489,NIFTY2450223750CE,NIFTY,0.0,2024-05-02,23750.0,0.05,50,CE,NFO-OPT,NFO
10621442,41490,NIFTY2450223750PE,NIFTY,0.0,2024-05-02,23750.0,0.05,50,PE,NFO-OPT,NFO
10618114,41477,NIFTY2450223700CE,NIFTY,0.0,2024-05-02,23700.0,0.05,50,CE,NFO-OPT,NFO
10618370,41478,NIFTY2450223700PE,NIFTY,0.0,2024-05-02,23700.0,0.05,50,PE,NFO-OPT,NFO
10615810,41468,NIFTY2450223650CE,NIFTY,0.0,2024-05-02,23650.0,0.05,50,CE,NFO-OPT,NFO
10616066,41469,NIFTY2450223650PE,NIFTY,0.0,2024-05-02,23650.0,0.05,50,PE,NFO-OPT,NFO
10614274,41462,NIFTY2450223600CE,NIFTY,0.0,2024-05-02,23600.0,0.05,50,CE,NFO-OPT,NFO
10614530,41463,NIFTY2450223600PE,NIFTY,0.0,2024-05-02,23600.0,0.05,50,PE,NFO-OPT,NFO
10604034,41422,NIFTY2450223550CE,NIFTY,0.0,2024-05-02,23550.0,0.05,50,CE,NFO-OPT,NFO
10604290,41423,NIFTY2450223550PE,NIFTY,0.0,2024-05-02,23550.0,0.05,50,PE,NFO-OPT,NFO
10602498,41416,NIFTY2450223500CE,NIFTY,0.0,2024-05-02,23500.0,0.05,50,CE,NFO-OPT,NFO
10602754,41417,NIFTY2450223500PE,NIFTY,0.0,2024-05-02,23500.0,0.05,50,PE,NFO-OPT,NFO
10601218,41411,NIFTY2450223450CE,NIFTY,0.0,2024-05-02,23450.0,0.05,50,CE,NFO-OPT,NFO
10601474,41412,NIFTY2450223450PE,NIFTY,0.0,2024-05-02,23450.0,0.05,50,PE,NFO-OPT,NFO
10600706,41409,NIFTY2450223400CE,NIFTY,0.0,2024-05-02,23400.0,0.05,50,CE,NFO-OPT,NFO
10600962,41410,NIFTY2450223400PE,NIFTY,0.0,2024-05-02,23400.0,0.05,50,PE,NFO-OPT,NFO
10600194,41407,NIFTY2450223350CE,NIFTY,0.0,2024-05-02,23350.0,0.05,50,CE,NFO-OPT,NFO
10600450,41408,NIFTY2450223350PE,NIFTY,0.0,2024-05-02,23350.0,0.05,50,PE,NFO-OPT,NFO
10597634,41397,NIFTY2450223300CE,NIFTY,0.0,2024-05-02,23300.0,0.05,50,CE,NFO-OPT,NFO
10599938,41406,NIFTY2450223300PE,NIFTY,0.0,2024-05-02,23300.0,0.05,50,PE,NFO-OPT,NFO
10597122,41395,NIFTY2450223250CE,NIFTY,0.0,2024-05-02,23250.0,0.05,50,CE,NFO-OPT,NFO
10597378,41396,NIFTY2450223250PE,NIFTY,0.0,2024-05-02,23250.0,0.05,50,PE,NFO-OPT,NFO
10595842,41390,NIFTY2450223200CE,NIFTY,0.0,2024-05-02,23200.0,0.05,50,CE,NFO-OPT,NFO
10596098,41391,NIFTY2450223200PE,NIFTY,0.0,2024-05-02,23200.0,0.05,50,PE,NFO-OPT,NFO
10594306,41384,NIFTY2450223150CE,NIFTY,0.0,2024-05-02,23150.0,0.05,50,CE,NFO-OPT,NFO
10594562,41385,NIFTY2450223150PE,NIFTY,0.0,2024-05-02,23150.0,0.05,50,PE,NFO-OPT,NFO
10593538,41381,NIFTY2450223100CE,NIFTY,0.0,2024-05-02,23100.0,0.05,50,CE,NFO-OPT,NFO
10594050,41383,NIFTY2450223100PE,NIFTY,0.0,2024-05-02,23100.0,0.05,50,PE,NFO-OPT,NFO
10592514,41377,NIFTY2450223050CE,NIFTY,0.0,2024-05-02,23050.0,0.05,50,CE,NFO-OPT,NFO
10592770,41378,NIFTY2450223050PE,NIFTY,0.0,2024-05-02,23050.0,0.05,50,PE,NFO-OPT,NFO
10590722,41370,NIFTY2450223000CE,NIFTY,0.0,2024-05-02,23000.0,0.05,50,CE,NFO-OPT,NFO
10590978,41371,NIFTY2450223000PE,NIFTY,0.0,2024-05-02,23000.0,0.05,50,PE,NFO-OPT,NFO
10584322,41345,NIFTY2450222950CE,NIFTY,0.0,2024-05-02,22950.0,0.05,50,CE,NFO-OPT,NFO
10584578,41346,NIFTY2450222950PE,NIFTY,0.0,2024-05-02,22950.0,0.05,50,PE,NFO-OPT,NFO
10582274,41337,NIFTY2450222900CE,NIFTY,0.0,2024-05-02,22900.0,0.05,50,CE,NFO-OPT,NFO
10529794,41132,NIFTY2450222100PE,NIFTY,0.0,2024-05-02,22100.0,0.05,50,PE,NFO-OPT,NFO
10520834,41097,NIFTY2450222050CE,NIFTY,0.0,2024-05-02,22050.0,0.05,50,CE,NFO-OPT,NFO
10521090,41098,NIFTY2450222050PE,NIFTY,0.0,2024-05-02,22050.0,0.05,50,PE,NFO-OPT,NFO
10520322,41095,NIFTY2450222000CE,NIFTY,0.0,2024-05-02,22000.0,0.05,50,CE,NFO-OPT,NFO
10520578,41096,NIFTY2450222000PE,NIFTY,0.0,2024-05-02,22000.0,0.05,50,PE,NFO-OPT,NFO
10519810,41093,NIFTY2450221950CE,NIFTY,0.0,2024-05-02,21950.0,0.05,50,CE,NFO-OPT,NFO
10520066,41094,NIFTY2450221950PE,NIFTY,0.0,2024-05-02,21950.0,0.05,50,PE,NFO-OPT,NFO
10519298,41091,NIFTY2450221900CE,NIFTY,0.0,2024-05-02,21900.0,0.05,50,CE,NFO-OPT,NFO
10519554,41092,NIFTY2450221900PE,NIFTY,0.0,2024-05-02,21900.0,0.05,50,PE,NFO-OPT,NFO
10518786,41089,NIFTY2450221850CE,NIFTY,0.0,2024-05-02,21850.0,0.05,50,CE,NFO-OPT,NFO
10519042,41090,NIFTY2450221850PE,NIFTY,0.0,2024-05-02,21850.0,0.05,50,PE,NFO-OPT,NFO
10518274,41087,NIFTY2450221800CE,NIFTY,0.0,2024-05-02,21800.0,0.05,50,CE,NFO-OPT,NFO
10518530,41088,NIFTY2450221800PE,NIFTY,0.0,2024-05-02,21800.0,0.05,50,PE,NFO-OPT,NFO
10517762,41085,NIFTY2450221750CE,NIFTY,0.0,2024-05-02,21750.0,0.05,50,CE,NFO-OPT,NFO
10518018,41086,NIFTY2450221750PE,NIFTY,0.0,2024-05-02,21750.0,0.05,50,PE,NFO-OPT,NFO
10513666,41069,NIFTY2450221700CE,NIFTY,0.0,2024-05-02,21700.0,0.05,50,CE,NFO-OPT,NFO
10514690,41073,NIFTY2450221700PE,NIFTY,0.0,2024-05-02,21700.0,0.05,50,PE,NFO-OPT,NFO
10496514,41002,NIFTY2450221650CE,NIFTY,0.0,2024-05-02,21650.0,0.05,50,CE,NFO-OPT,NFO
10496770,41003,NIFTY2450221650PE,NIFTY,0.0,2024-05-02,21650.0,0.05,50,PE,NFO-OPT,NFO
10496002,41000,NIFTY2450221600CE,NIFTY,0.0,2024-05-02,21600.0,0.05,50,CE,NFO-OPT,NFO
10496258,41001,NIFTY2450221600PE,NIFTY,0.0,2024-05-02,21600.0,0.05,50,PE,NFO-OPT,NFO
10493954,40992,NIFTY2450221550CE,NIFTY,0.0,2024-05-02,21550.0,0.05,50,CE,NFO-OPT,NFO
10494210,40993,NIFTY2450221550PE,NIFTY,0.0,2024-05-02,21550.0,0.05,50,PE,NFO-OPT,NFO
10493442,40990,NIFTY2450221500CE,NIFTY,0.0,2024-05-02,21500.0,0.05,50,CE,NFO-OPT,NFO
10493698,40991,NIFTY2450221500PE,NIFTY,0.0,2024-05-02,21500.0,0.05,50,PE,NFO-OPT,NFO
10491650,40983,NIFTY2450221450CE,NIFTY,0.0,2024-05-02,21450.0,0.05,50,CE,NFO-OPT,NFO
10493186,40989,NIFTY2450221450PE,NIFTY,0.0,2024-05-02,21450.0,0.05,50,PE,NFO-OPT,NFO
10490882,40980,NIFTY2450221400CE,NIFTY,0.0,2024-05-02,21400.0,0.05,50,CE,NFO-OPT,NFO
10491138,40981,NIFTY2450221400PE,NIFTY,0.0,2024-05-02,21400.0,0.05,50,PE,NFO-OPT,NFO
10490370,40978,NIFTY2450221350CE,NIFTY,0.0,2024-05-02,21350.0,0.05,50,CE,NFO-OPT,NFO
10490626,40979,NIFTY2450221350PE,NIFTY,0.0,2024-05-02,21350.0,0.05,50,PE,NFO-OPT,NFO
10489346,40974,NIFTY2450221300CE,NIFTY,0.0,2024-05-02,21300.0,0.05,50,CE,NFO-OPT,NFO
10489602,40975,NIFTY2450221300PE,NIFTY,0.0,2024-05-02,21300.0,0.05,50,PE,NFO-OPT,NFO
10488834,40972,NIFTY2450221250CE,NIFTY,0.0,2024-05-02,21250.0,0.05,50,CE,NFO-OPT,NFO
10489090,40973,NIFTY2450221250PE,NIFTY,0.0,2024-05-02,21250.0,0.05,50,PE,NFO-OPT,NFO
10488322,40970,NIFTY2450221200CE,NIFTY,0.0,2024-05-02,21200.0,0.05,50,CE,NFO-OPT,NFO
10488578,40971,NIFTY2450221200PE,NIFTY,0.0,2024-05-02,21200.0,0.05,50,PE,NFO-OPT,NFO
10486786,40964,NIFTY2450221150CE,NIFTY,0.0,2024-05-02,21150.0,0.05,50,CE,NFO-OPT,NFO
10488066,40969,NIFTY2450221150PE,NIFTY,0.0,2024-05-02,21150.0,0.05,50,PE,NFO-OPT,NFO
10486018,40961,NIFTY2450221100CE,NIFTY,0.0,2024-05-02,21100.0,0.05,50,CE,NFO-OPT,NFO
10486530,40963,NIFTY2450221100PE,NIFTY,0.0,2024-05-02,21100.0,0.05,50,PE,NFO-OPT,NFO
10481154,40942,NIFTY2450221050CE,NIFTY,0.0,2024-05-02,21050.0,0.05,50,CE,NFO-OPT,NFO
10481410,40943,NIFTY2450221050PE,NIFTY,0.0,2024-05-02,21050.0,0.05,50,PE,NFO-OPT,NFO
10478850,40933,NIFTY2450221000CE,NIFTY,0.0,2024-05-02,21000.0,0.05,50,CE,NFO-OPT,NFO
10479874,40937,NIFTY2450221000PE,NIFTY,0.0,2024-05-02,21000.0,0.05,50,PE,NFO-OPT,NFO
10478338,40931,NIFTY2450220950CE,NIFTY,0.0,2024-05-02,20950.0,0.05,50,CE,NFO-OPT,NFO
10478594,40932,NIFTY2450220950PE,NIFTY,0.0,2024-05-02,20950.0,0.05,50,PE,NFO-OPT,NFO
10466818,40886,NIFTY2450220900CE,NIFTY,0.0,2024-05-02,20900.0,0.05,50,CE,NFO-OPT,NFO
10467586,40889,NIFTY2450220900PE,NIFTY,0.0,2024-05-02,20900.0,0.05,50,PE,NFO-OPT,NFO
10466306,40884,NIFTY2450220850CE,NIFTY,0.0,2024-05-02,20850.0,0.05,50,CE,NFO-OPT,NFO
